url,md5,Data collection,Data type,Analysis group,Sample,Population,Data reuse policy
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079109/SRR079109_2.fastq.gz,e9d077e54ae4c8691f2ed0892b034cc7,1000 Genomes on GRCh38,sequence,Exome,HG01464,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079112/SRR079112_1.fastq.gz,4922789b6dd58783e0fe0c0940cb30de,1000 Genomes on GRCh38,sequence,Exome,HG01488,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079115/SRR079115_2.fastq.gz,9a12e3ab3526c8f280875ca63709bca4,1000 Genomes on GRCh38,sequence,Exome,HG01441,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079118/SRR079118_1.fastq.gz,005867dd7f0f006946f2a83c9a984df6,1000 Genomes on GRCh38,sequence,Exome,HG01461,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079119/SRR079119_1.fastq.gz,6fc840026c61e57355a66914c34a4dc4,1000 Genomes on GRCh38,sequence,Exome,HG01342,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079121/SRR079121_2.fastq.gz,9d6cf3d0b86c316b834510571e7067eb,1000 Genomes on GRCh38,sequence,Exome,HG01464,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079125/SRR079125_1.fastq.gz,edece470840e7f9199976ee7e5381917,1000 Genomes on GRCh38,sequence,Exome,HG01464,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079127/SRR079127_2.fastq.gz,f51b690553ae4f1144569318fcc68da2,1000 Genomes on GRCh38,sequence,Exome,HG01359,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079131/SRR079131_2.fastq.gz,83c552b4af03e034cb87417c000cb26d,1000 Genomes on GRCh38,sequence,Exome,HG01440,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079134/SRR079134_1.fastq.gz,b8959c6710da1223cf74aea12745dcc7,1000 Genomes on GRCh38,sequence,Exome,HG01342,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079135/SRR079135_1.fastq.gz,addfbfa80345fe4d17e8f039f7ad3b4c,1000 Genomes on GRCh38,sequence,Exome,HG01489,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079137/SRR079137_2.fastq.gz,a7cdb60fd07b630740bb849eafd4a828,1000 Genomes on GRCh38,sequence,Exome,HG01465,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079141/SRR079141_2.fastq.gz,80720dc323d758e46c156eb85c542ae1,1000 Genomes on GRCh38,sequence,Exome,HG01462,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079144/SRR079144_1.fastq.gz,7beff537f7ee8b2a74cd77d88a45d314,1000 Genomes on GRCh38,sequence,Exome,HG01461,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079145/SRR079145_1.fastq.gz,09d0578a07b54888ecf9adbbea875f5b,1000 Genomes on GRCh38,sequence,Exome,HG01461,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079147/SRR079147_2.fastq.gz,5676ff617075fb03376c145e64a09bae,1000 Genomes on GRCh38,sequence,Exome,HG01492,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079151/SRR079151_1.fastq.gz,84faeacf7739b591d4909013eb017d26,1000 Genomes on GRCh38,sequence,Exome,HG01461,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079153/SRR079153_2.fastq.gz,767cd84583131116836e597c5bbe260d,1000 Genomes on GRCh38,sequence,Exome,HG01488,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079154/SRR079154_2.fastq.gz,c8ecc72e44ee2237bffbe6035b789fa3,1000 Genomes on GRCh38,sequence,Exome,HG01462,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079157/SRR079157_1.fastq.gz,f89766a224334aa42393db3424f0519b,1000 Genomes on GRCh38,sequence,Exome,HG01461,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079160/SRR079160_2.fastq.gz,1d17458ae9d8cdf16a1cdd11c44dfe57,1000 Genomes on GRCh38,sequence,Exome,HG01359,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079163/SRR079163_1.fastq.gz,dd2cecdc472062aaa38e222f7b0bb48a,1000 Genomes on GRCh38,sequence,Exome,HG01465,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079166/SRR079166_2.fastq.gz,5b4e929089e5a21f0b3f32aaa8d7a8c5,1000 Genomes on GRCh38,sequence,Exome,HG01359,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079169/SRR079169_1.fastq.gz,43e105f823c77c1b192da17e7afb56fa,1000 Genomes on GRCh38,sequence,Exome,HG01341,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079170/SRR079170_1.fastq.gz,4b7b8416a0ac67eb22797e9e03aba0f6,1000 Genomes on GRCh38,sequence,Exome,HG01462,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079172/SRR079172_2.fastq.gz,6357853a976dee2fe32151035dd780e6,1000 Genomes on GRCh38,sequence,Exome,HG01438,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079176/SRR079176_1.fastq.gz,53d48fd1ec469f66fc008691ed6cf9bb,1000 Genomes on GRCh38,sequence,Exome,HG01438,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079178/SRR079178_2.fastq.gz,eb2fb779d2370d04c45bd7e51300ceea,1000 Genomes on GRCh38,sequence,Exome,HG01461,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079179/SRR079179_2.fastq.gz,f38fb2683d8efa6260e1796ac7b4fc0e,1000 Genomes on GRCh38,sequence,Exome,HG01462,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079182/SRR079182_1.fastq.gz,b09815f5d5a2230c79ed075e430959a2,1000 Genomes on GRCh38,sequence,Exome,HG01462,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079185/SRR079185_2.fastq.gz,b72d348cd15c477175af3d92a4ae493f,1000 Genomes on GRCh38,sequence,Exome,HG01440,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079188/SRR079188_1.fastq.gz,4055c8b8088c11e2d2556b8baac0ef21,1000 Genomes on GRCh38,sequence,Exome,HG01341,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079189/SRR079189_2.fastq.gz,70a54028f12ed1b7ec9eb5ea1bfdb1f2,1000 Genomes on GRCh38,sequence,Exome,HG01491,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079192/SRR079192_1.fastq.gz,12e4668c2523e199341e94c42971d943,1000 Genomes on GRCh38,sequence,Exome,HG01441,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079195/SRR079195_2.fastq.gz,8aa62ccac8b6b133d2947b8f9e9b27df,1000 Genomes on GRCh38,sequence,Exome,HG01437,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079198/SRR079198_1.fastq.gz,d21a408442c2bb74c7e01909d6677471,1000 Genomes on GRCh38,sequence,Exome,HG01342,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079201/SRR079201_2.fastq.gz,75a6cfebd8f473033e980820dfa7bac2,1000 Genomes on GRCh38,sequence,Exome,HG01462,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079204/SRR079204.fastq.gz,f8f02c53d0c8dd90fb73abb49f8315b4,1000 Genomes on GRCh38,sequence,Exome,HG01488,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079205/SRR079205_2.fastq.gz,30a18dc1bf4db416164e0f9f38feb61f,1000 Genomes on GRCh38,sequence,Exome,HG01440,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079208/SRR079208_1.fastq.gz,8001d4b635b99ab1ef30838c8be5b4b4,1000 Genomes on GRCh38,sequence,Exome,HG01492,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079211/SRR079211_2.fastq.gz,c78f6f68ef4c575a1dfcd45e31b817bb,1000 Genomes on GRCh38,sequence,Exome,HG01441,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079214/SRR079214_1.fastq.gz,613e38267932d3f98da520f39f19ec84,1000 Genomes on GRCh38,sequence,Exome,HG01464,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079215/SRR079215_1.fastq.gz,fd9d26eb1bf210c00c91bb3ed1b6f6db,1000 Genomes on GRCh38,sequence,Exome,HG01489,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079217/SRR079217_2.fastq.gz,b2c12e391dc7c71dc3c2c07cf30a425b,1000 Genomes on GRCh38,sequence,Exome,HG01489,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079221/SRR079221_1.fastq.gz,53eda03b3fa5d2d89c2e8af965c28795,1000 Genomes on GRCh38,sequence,Exome,HG01461,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079223/SRR079223_2.fastq.gz,da3df505a6a1804e1d20f5ab9f85dc56,1000 Genomes on GRCh38,sequence,Exome,HG01440,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079227/SRR079227_1.fastq.gz,885e14ac34173ea847865a3cb305ec7c,1000 Genomes on GRCh38,sequence,Exome,HG01440,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079229/SRR079229_2.fastq.gz,6081b079dda2be8ad866328cca93e51c,1000 Genomes on GRCh38,sequence,Exome,HG01437,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079230/SRR079230_2.fastq.gz,9c437dd3434e5d35fb731422d48a3ca2,1000 Genomes on GRCh38,sequence,Exome,HG01441,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079233/SRR079233.fastq.gz,4efbaf6d2b6d3972bca9413dba750d16,1000 Genomes on GRCh38,sequence,Exome,HG01461,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079237/SRR079237.fastq.gz,073a393f96303059786e959c3b91b5e3,1000 Genomes on GRCh38,sequence,Exome,HG01438,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079240/SRR079240_1.fastq.gz,c8cde6771db69423d4d1b708a1cf90de,1000 Genomes on GRCh38,sequence,Exome,HG01489,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079241/SRR079241_2.fastq.gz,e156499e89bbfef82a548e7a5d474ae3,1000 Genomes on GRCh38,sequence,Exome,HG01492,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079244/SRR079244_1.fastq.gz,98b1a3638559b002432b9d55181c3738,1000 Genomes on GRCh38,sequence,Exome,HG01441,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079247/SRR079247_2.fastq.gz,48dc2c71ae8cfb59fcd161a435d9da8c,1000 Genomes on GRCh38,sequence,Exome,HG01461,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079250/SRR079250_1.fastq.gz,082d574acfa331ee19a402c39e0819fc,1000 Genomes on GRCh38,sequence,Exome,HG01462,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079251/SRR079251_1.fastq.gz,8a6d68db285c94b58be4e52003ec99fd,1000 Genomes on GRCh38,sequence,Exome,HG01492,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079253/SRR079253_2.fastq.gz,918c48cf4d03289a1e10ded6dadf06ee,1000 Genomes on GRCh38,sequence,Exome,HG01492,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079257/SRR079257_1.fastq.gz,6f944b60c54d3b4931e11506e954b62a,1000 Genomes on GRCh38,sequence,Exome,HG01492,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR079/SRR079259/SRR079259_2.fastq.gz,db28f61de49decb64faf99589450c91f,1000 Genomes on GRCh38,sequence,Exome,HG01488,"Colombian in Medellin, Colombia",http://www.1000genomes.org/about#g1k_data_reuse
